mBank mobile "płaski starter"
voice;1;3000;;1;
voice;0.31;^(0048)?\d{9};26006;60;
voice;0.31;^(0048)?\d{9};26098;60;
voice;0.31;^(0048)?\d{9};26004;60;
voice;0.31;^(0048)?\d{9};26015;60;
voice;0.31;^(0048)?\d{9};26012;60;
voice;0.31;^(0048)?\d{9};26016;60;
voice;0.19;^(0048)?\d{9};;60;
smses;0.10;^(0048)?\d{9};;
smses;1.23;^(71)\d{2,3};;
smses;2.46;^(72)\d{2,3};;
smses;0.61;^(0048){0}\d{6,}?;;
mmses;0.20;^(0048)?\d{9};;
mmses;3.20;^(0048){0}\d{6,}?;;
